File Path,Label,Frame Count,Width,Height,Identity Namespace,Identity Ids,Identity Group
Deepfakes/652_773.mp4,FAKE,456,1280,720,core,652_773,core_652_773
Deepfakes/653_601.mp4,FAKE,731,654,480,core,653_601,core_601_653
Deepfakes/654_648.mp4,FAKE,410,640,480,core,654_648,core_648_654
Deepfakes/655_444.mp4,FAKE,678,640,480,core,655_444,core_444_655
Deepfakes/656_666.mp4,FAKE,505,640,480,core,656_666,core_656_666
Deepfakes/660_634.mp4,FAKE,340,1280,720,core,660_634,core_634_660
Deepfakes/663_231.mp4,FAKE,316,640,480,core,663_231,core_231_663
Deepfakes/664_668.mp4,FAKE,293,1280,720,core,664_668,core_664_668
Deepfakes/665_679.mp4,FAKE,324,640,480,core,665_679,core_665_679
Deepfakes/666_656.mp4,FAKE,383,640,480,core,666_656,core_656_666
Deepfakes/667_446.mp4,FAKE,469,1920,1080,core,667_446,core_446_667
Deepfakes/668_664.mp4,FAKE,398,654,480,core,668_664,core_664_668
Deepfakes/669_682.mp4,FAKE,489,640,480,core,669_682,core_669_682
Deepfakes/671_677.mp4,FAKE,343,1280,720,core,671_677,core_671_677
Deepfakes/672_720.mp4,FAKE,541,1280,720,core,672_720,core_672_720
Deepfakes/674_744.mp4,FAKE,367,640,480,core,674_744,core_674_744
Deepfakes/675_608.mp4,FAKE,421,600,480,core,675_608,core_608_675
Deepfakes/676_776.mp4,FAKE,515,1280,720,core,676_776,core_676_776
Deepfakes/677_671.mp4,FAKE,314,1280,720,core,677_671,core_671_677
Deepfakes/678_460.mp4,FAKE,400,1920,1080,core,678_460,core_460_678
Deepfakes/679_665.mp4,FAKE,416,656,480,core,679_665,core_665_679
Deepfakes/680_486.mp4,FAKE,300,656,480,core,680_486,core_486_680
Deepfakes/682_669.mp4,FAKE,965,600,480,core,682_669,core_669_682
Deepfakes/683_607.mp4,FAKE,302,1920,1080,core,683_607,core_607_683
Deepfakes/685_613.mp4,FAKE,522,1280,720,core,685_613,core_613_685
Deepfakes/686_696.mp4,FAKE,342,1280,720,core,686_696,core_686_696
Deepfakes/692_610.mp4,FAKE,354,1280,720,core,692_610,core_610_692
Deepfakes/693_698.mp4,FAKE,595,656,480,core,693_698,core_693_698
Deepfakes/694_767.mp4,FAKE,299,854,480,core,694_767,core_694_767
Deepfakes/695_422.mp4,FAKE,310,1920,1080,core,695_422,core_422_695
Deepfakes/696_686.mp4,FAKE,405,656,480,core,696_686,core_686_696
Deepfakes/698_693.mp4,FAKE,304,656,480,core,698_693,core_693_698
Deepfakes/699_734.mp4,FAKE,524,600,480,core,699_734,core_699_734
Deepfakes/700_813.mp4,FAKE,333,1280,720,core,700_813,core_700_813
Deepfakes/701_579.mp4,FAKE,393,1920,1080,core,701_579,core_579_701
Deepfakes/704_723.mp4,FAKE,450,600,480,core,704_723,core_704_723
Deepfakes/708_772.mp4,FAKE,549,1920,1080,core,708_772,core_708_772
Deepfakes/709_390.mp4,FAKE,300,1920,1080,core,709_390,core_390_709
Deepfakes/712_716.mp4,FAKE,550,1280,720,core,712_716,core_712_716
Deepfakes/714_842.mp4,FAKE,560,1280,720,core,714_842,core_714_842
Deepfakes/715_721.mp4,FAKE,856,640,480,core,715_721,core_715_721
Deepfakes/716_712.mp4,FAKE,628,600,480,core,716_712,core_712_716
Deepfakes/718_972.mp4,FAKE,578,1920,1080,core,718_972,core_718_972
Deepfakes/719_737.mp4,FAKE,402,640,480,core,719_737,core_719_737
Deepfakes/720_672.mp4,FAKE,564,656,480,core,720_672,core_672_720
Deepfakes/721_715.mp4,FAKE,581,600,480,core,721_715,core_715_721
Deepfakes/722_458.mp4,FAKE,396,1920,1080,core,722_458,core_458_722
Deepfakes/723_704.mp4,FAKE,730,854,480,core,723_704,core_704_723
Deepfakes/727_729.mp4,FAKE,554,640,480,core,727_729,core_727_729
Deepfakes/729_727.mp4,FAKE,636,656,480,core,729_727,core_727_729
Deepfakes/730_815.mp4,FAKE,719,1280,720,core,730_815,core_730_815
Deepfakes/731_741.mp4,FAKE,778,600,480,core,731_741,core_731_741
Deepfakes/733_935.mp4,FAKE,518,1280,720,core,733_935,core_733_935
Deepfakes/734_699.mp4,FAKE,1098,656,480,core,734_699,core_699_734
Deepfakes/735_774.mp4,FAKE,802,640,480,core,735_774,core_735_774
Deepfakes/736_785.mp4,FAKE,414,640,480,core,736_785,core_736_785
Deepfakes/737_719.mp4,FAKE,369,640,480,core,737_719,core_719_737
Deepfakes/738_804.mp4,FAKE,417,1280,720,core,738_804,core_738_804
Deepfakes/739_865.mp4,FAKE,304,1280,720,core,739_865,core_739_865
Deepfakes/740_796.mp4,FAKE,348,1920,1080,core,740_796,core_740_796
Deepfakes/741_731.mp4,FAKE,370,640,480,core,741_731,core_731_741
Deepfakes/742_775.mp4,FAKE,623,640,480,core,742_775,core_742_775
Deepfakes/743_750.mp4,FAKE,311,1280,720,core,743_750,core_743_750
Deepfakes/744_674.mp4,FAKE,294,640,480,core,744_674,core_674_744
Deepfakes/745_777.mp4,FAKE,569,854,480,core,745_777,core_745_777
Deepfakes/747_854.mp4,FAKE,470,1280,720,core,747_854,core_747_854
Deepfakes/748_355.mp4,FAKE,318,1280,720,core,748_355,core_355_748
Deepfakes/750_743.mp4,FAKE,441,1920,1080,core,750_743,core_743_750
Deepfakes/753_789.mp4,FAKE,686,1920,1080,core,753_789,core_753_789
Deepfakes/757_573.mp4,FAKE,441,1280,720,core,757_573,core_573_757
Deepfakes/760_611.mp4,FAKE,306,854,480,core,760_611,core_611_760
Deepfakes/763_930.mp4,FAKE,812,854,480,core,763_930,core_763_930
Deepfakes/764_850.mp4,FAKE,369,1440,1080,core,764_850,core_764_850
Deepfakes/765_867.mp4,FAKE,388,640,480,core,765_867,core_765_867
Deepfakes/767_694.mp4,FAKE,407,640,480,core,767_694,core_694_767
Deepfakes/768_793.mp4,FAKE,330,1280,720,core,768_793,core_768_793
Deepfakes/769_784.mp4,FAKE,484,1280,720,core,769_784,core_769_784
Deepfakes/770_791.mp4,FAKE,653,1280,720,core,770_791,core_770_791
Deepfakes/771_849.mp4,FAKE,634,656,480,core,771_849,core_771_849
Deepfakes/772_708.mp4,FAKE,341,1280,720,core,772_708,core_708_772
Deepfakes/773_652.mp4,FAKE,579,1280,720,core,773_652,core_652_773
Deepfakes/774_735.mp4,FAKE,313,640,480,core,774_735,core_735_774
Deepfakes/775_742.mp4,FAKE,559,640,480,core,775_742,core_742_775
Deepfakes/776_676.mp4,FAKE,331,1920,1080,core,776_676,core_676_776
Deepfakes/777_745.mp4,FAKE,325,640,480,core,777_745,core_745_777
Deepfakes/778_798.mp4,FAKE,328,1280,720,core,778_798,core_778_798
Deepfakes/779_794.mp4,FAKE,306,1280,720,core,779_794,core_779_794
Deepfakes/781_806.mp4,FAKE,475,640,480,core,781_806,core_781_806
Deepfakes/782_787.mp4,FAKE,556,600,480,core,782_787,core_782_787
Deepfakes/784_769.mp4,FAKE,557,640,480,core,784_769,core_769_784
Deepfakes/785_736.mp4,FAKE,413,640,480,core,785_736,core_736_785
Deepfakes/786_819.mp4,FAKE,520,1920,1080,core,786_819,core_786_819
Deepfakes/787_782.mp4,FAKE,502,656,480,core,787_782,core_782_787
Deepfakes/789_753.mp4,FAKE,567,1920,1080,core,789_753,core_753_789
Deepfakes/790_014.mp4,FAKE,690,1280,720,core,790_014,core_014_790
Deepfakes/791_770.mp4,FAKE,333,720,480,core,791_770,core_770_791
Deepfakes/792_903.mp4,FAKE,383,640,480,core,792_903,core_792_903
Deepfakes/793_768.mp4,FAKE,590,1280,720,core,793_768,core_768_793
Deepfakes/794_779.mp4,FAKE,879,1280,720,core,794_779,core_779_794
Deepfakes/795_907.mp4,FAKE,550,1280,720,core,795_907,core_795_907
Deepfakes/796_740.mp4,FAKE,1001,1280,720,core,796_740,core_740_796
Deepfakes/797_844.mp4,FAKE,434,640,480,core,797_844,core_797_844
Deepfakes/798_778.mp4,FAKE,371,1920,1080,core,798_778,core_778_798
Deepfakes/799_809.mp4,FAKE,1227,1280,720,core,799_809,core_799_809
Deepfakes/801_855.mp4,FAKE,444,640,480,core,801_855,core_801_855
Deepfakes/802_885.mp4,FAKE,351,656,480,core,802_885,core_802_885
Deepfakes/803_017.mp4,FAKE,297,854,480,core,803_017,core_017_803
Deepfakes/804_738.mp4,FAKE,359,854,480,core,804_738,core_738_804
Deepfakes/805_011.mp4,FAKE,411,1280,720,core,805_011,core_011_805
Deepfakes/806_781.mp4,FAKE,301,640,480,core,806_781,core_781_806
Deepfakes/807_273.mp4,FAKE,650,1920,1080,core,807_273,core_273_807
Deepfakes/808_829.mp4,FAKE,637,1280,720,core,808_829,core_808_829
Deepfakes/809_799.mp4,FAKE,367,656,480,core,809_799,core_799_809
Deepfakes/810_838.mp4,FAKE,1052,1280,720,core,810_838,core_810_838
Deepfakes/812_821.mp4,FAKE,433,720,480,core,812_821,core_812_821
Deepfakes/813_700.mp4,FAKE,360,1280,720,core,813_700,core_700_813
Deepfakes/814_871.mp4,FAKE,550,1280,720,core,814_871,core_814_871
Deepfakes/815_730.mp4,FAKE,452,1280,720,core,815_730,core_730_815
Deepfakes/816_649.mp4,FAKE,411,640,480,core,816_649,core_649_816
Deepfakes/818_820.mp4,FAKE,466,1280,720,core,818_820,core_818_820
Deepfakes/819_786.mp4,FAKE,927,1920,1080,core,819_786,core_786_819
Deepfakes/820_818.mp4,FAKE,665,1280,720,core,820_818,core_818_820
Deepfakes/821_812.mp4,FAKE,423,712,480,core,821_812,core_812_821
Deepfakes/822_244.mp4,FAKE,297,1920,1080,core,822_244,core_244_822
Deepfakes/824_419.mp4,FAKE,577,1280,720,core,824_419,core_419_824
Deepfakes/825_074.mp4,FAKE,547,854,480,core,825_074,core_074_825
Deepfakes/826_833.mp4,FAKE,355,1280,720,core,826_833,core_826_833
Deepfakes/829_808.mp4,FAKE,801,1274,720,core,829_808,core_808_829
Deepfakes/831_508.mp4,FAKE,327,1920,1080,core,831_508,core_508_831
Deepfakes/833_826.mp4,FAKE,600,1920,1080,core,833_826,core_826_833
Deepfakes/835_651.mp4,FAKE,426,1920,1080,core,835_651,core_651_835
Deepfakes/836_950.mp4,FAKE,343,1280,720,core,836_950,core_836_950
Deepfakes/838_810.mp4,FAKE,457,1280,720,core,838_810,core_810_838
Deepfakes/839_864.mp4,FAKE,385,640,480,core,839_864,core_839_864
Deepfakes/841_639.mp4,FAKE,519,854,480,core,841_639,core_639_841
Deepfakes/842_714.mp4,FAKE,447,656,480,core,842_714,core_714_842
Deepfakes/843_859.mp4,FAKE,318,854,480,core,843_859,core_843_859
Deepfakes/844_797.mp4,FAKE,852,640,480,core,844_797,core_797_844
Deepfakes/845_846.mp4,FAKE,356,854,480,core,845_846,core_845_846
Deepfakes/846_845.mp4,FAKE,353,656,480,core,846_845,core_845_846
Deepfakes/847_906.mp4,FAKE,301,1280,720,core,847_906,core_847_906
Deepfakes/848_894.mp4,FAKE,360,1920,1080,core,848_894,core_848_894
Deepfakes/849_771.mp4,FAKE,322,640,480,core,849_771,core_771_849
Deepfakes/850_764.mp4,FAKE,612,810,480,core,850_764,core_764_850
Deepfakes/853_863.mp4,FAKE,616,1280,720,core,853_863,core_853_863
Deepfakes/854_747.mp4,FAKE,294,1280,720,core,854_747,core_747_854
Deepfakes/855_801.mp4,FAKE,630,640,480,core,855_801,core_801_855
Deepfakes/857_909.mp4,FAKE,640,640,480,core,857_909,core_857_909
Deepfakes/859_843.mp4,FAKE,333,640,480,core,859_843,core_843_859
Deepfakes/860_905.mp4,FAKE,459,1920,1080,core,860_905,core_860_905
Deepfakes/863_853.mp4,FAKE,513,1280,720,core,863_853,core_853_863
Deepfakes/864_839.mp4,FAKE,326,600,480,core,864_839,core_839_864
Deepfakes/865_739.mp4,FAKE,347,1920,1080,core,865_739,core_739_865
Deepfakes/866_878.mp4,FAKE,509,1920,1080,core,866_878,core_866_878
Deepfakes/867_765.mp4,FAKE,1489,720,480,core,867_765,core_765_867
Deepfakes/868_949.mp4,FAKE,431,654,480,core,868_949,core_868_949
Deepfakes/870_001.mp4,FAKE,604,1280,720,core,870_001,core_001_870
Deepfakes/871_814.mp4,FAKE,348,854,480,core,871_814,core_814_871
Deepfakes/872_873.mp4,FAKE,474,640,480,core,872_873,core_872_873
Deepfakes/873_872.mp4,FAKE,884,1280,720,core,873_872,core_872_873
Deepfakes/875_979.mp4,FAKE,422,1280,720,core,875_979,core_875_979
Deepfakes/876_891.mp4,FAKE,313,1280,720,core,876_891,core_876_891
Deepfakes/878_866.mp4,FAKE,736,1280,720,core,878_866,core_866_878
Deepfakes/880_135.mp4,FAKE,435,1920,1080,core,880_135,core_135_880
Deepfakes/882_952.mp4,FAKE,333,1920,1080,core,882_952,core_882_952
Deepfakes/883_013.mp4,FAKE,433,960,720,core,883_013,core_013_883
Deepfakes/884_968.mp4,FAKE,343,960,720,core,884_968,core_884_968
Deepfakes/885_802.mp4,FAKE,329,640,480,core,885_802,core_802_885
Deepfakes/887_275.mp4,FAKE,339,658,480,core,887_275,core_275_887
Deepfakes/889_045.mp4,FAKE,329,1920,1080,core,889_045,core_045_889
Deepfakes/891_876.mp4,FAKE,296,1280,720,core,891_876,core_876_891
Deepfakes/892_112.mp4,FAKE,311,1920,1080,core,892_112,core_112_892
Deepfakes/893_913.mp4,FAKE,537,854,480,core,893_913,core_893_913
Deepfakes/894_848.mp4,FAKE,328,1920,1080,core,894_848,core_848_894
Deepfakes/895_915.mp4,FAKE,294,854,480,core,895_915,core_895_915
Deepfakes/896_128.mp4,FAKE,531,640,480,core,896_128,core_128_896
Deepfakes/898_922.mp4,FAKE,349,640,480,core,898_922,core_898_922
Deepfakes/899_914.mp4,FAKE,560,640,480,core,899_914,core_899_914
Deepfakes/900_926.mp4,FAKE,341,640,480,core,900_926,core_900_926
Deepfakes/903_792.mp4,FAKE,567,598,480,core,903_792,core_792_903
Deepfakes/904_046.mp4,FAKE,359,1920,1080,core,904_046,core_046_904
Deepfakes/905_860.mp4,FAKE,382,960,720,core,905_860,core_860_905
Deepfakes/906_847.mp4,FAKE,389,1920,1080,core,906_847,core_847_906
Deepfakes/907_795.mp4,FAKE,525,1280,720,core,907_795,core_795_907
Deepfakes/909_857.mp4,FAKE,637,640,480,core,909_857,core_857_909
Deepfakes/910_911.mp4,FAKE,292,1280,720,core,910_911,core_910_911
Deepfakes/911_910.mp4,FAKE,329,1280,720,core,911_910,core_910_911
Deepfakes/912_927.mp4,FAKE,647,640,480,core,912_927,core_912_927
Deepfakes/913_893.mp4,FAKE,634,632,480,core,913_893,core_893_913
Deepfakes/914_899.mp4,FAKE,307,640,480,core,914_899,core_899_914
Deepfakes/915_895.mp4,FAKE,352,1280,720,core,915_895,core_895_915
Deepfakes/917_924.mp4,FAKE,448,656,480,core,917_924,core_917_924
Deepfakes/921_569.mp4,FAKE,296,1920,1080,core,921_569,core_569_921
Deepfakes/922_898.mp4,FAKE,616,640,480,core,922_898,core_898_922
Deepfakes/923_023.mp4,FAKE,602,1280,720,core,923_023,core_023_923
Deepfakes/924_917.mp4,FAKE,1248,600,480,core,924_917,core_917_924
Deepfakes/925_933.mp4,FAKE,356,1280,720,core,925_933,core_925_933
Deepfakes/926_900.mp4,FAKE,333,640,480,core,926_900,core_900_926
Deepfakes/927_912.mp4,FAKE,697,640,480,core,927_912,core_912_927
Deepfakes/930_763.mp4,FAKE,448,640,480,core,930_763,core_763_930
Deepfakes/931_936.mp4,FAKE,319,640,480,core,931_936,core_931_936
Deepfakes/932_384.mp4,FAKE,484,1280,720,core,932_384,core_384_932
Deepfakes/933_925.mp4,FAKE,494,1280,720,core,933_925,core_925_933
Deepfakes/935_733.mp4,FAKE,540,1920,1080,core,935_733,core_733_935
Deepfakes/936_931.mp4,FAKE,297,656,480,core,936_931,core_931_936
Deepfakes/942_943.mp4,FAKE,495,1280,720,core,942_943,core_942_943
Deepfakes/943_942.mp4,FAKE,470,1280,720,core,943_942,core_942_943
Deepfakes/944_032.mp4,FAKE,342,720,480,core,944_032,core_032_944
Deepfakes/945_044.mp4,FAKE,761,1280,720,core,945_044,core_044_945
Deepfakes/946_049.mp4,FAKE,462,1280,720,core,946_049,core_049_946
Deepfakes/947_951.mp4,FAKE,641,1280,720,core,947_951,core_947_951
Deepfakes/949_868.mp4,FAKE,686,640,480,core,949_868,core_868_949
Deepfakes/950_836.mp4,FAKE,763,1920,1080,core,950_836,core_836_950
Deepfakes/951_947.mp4,FAKE,1176,1280,720,core,951_947,core_947_951
Deepfakes/952_882.mp4,FAKE,700,1280,720,core,952_882,core_882_952
Deepfakes/953_974.mp4,FAKE,351,1280,720,core,953_974,core_953_974
Deepfakes/954_976.mp4,FAKE,376,640,480,core,954_976,core_954_976
Deepfakes/955_078.mp4,FAKE,531,640,480,core,955_078,core_078_955
Deepfakes/956_958.mp4,FAKE,542,854,480,core,956_958,core_956_958
Deepfakes/958_956.mp4,FAKE,392,720,480,core,958_956,core_956_958
Deepfakes/960_999.mp4,FAKE,345,1280,720,core,960_999,core_960_999
Deepfakes/961_069.mp4,FAKE,323,1280,720,core,961_069,core_069_961
Deepfakes/967_984.mp4,FAKE,412,1280,720,core,967_984,core_967_984
Deepfakes/968_884.mp4,FAKE,300,1280,720,core,968_884,core_884_968
Deepfakes/971_564.mp4,FAKE,354,1920,1080,core,971_564,core_564_971
Deepfakes/972_718.mp4,FAKE,311,1920,1080,core,972_718,core_718_972
Deepfakes/974_953.mp4,FAKE,318,600,480,core,974_953,core_953_974
Deepfakes/975_978.mp4,FAKE,304,1280,720,core,975_978,core_975_978
Deepfakes/976_954.mp4,FAKE,328,854,480,core,976_954,core_954_976
Deepfakes/978_975.mp4,FAKE,757,1280,720,core,978_975,core_975_978
Deepfakes/979_875.mp4,FAKE,335,1280,720,core,979_875,core_875_979
Deepfakes/981_985.mp4,FAKE,372,600,480,core,981_985,core_981_985
Deepfakes/983_113.mp4,FAKE,406,854,480,core,983_113,core_113_983
Deepfakes/984_967.mp4,FAKE,339,1280,720,core,984_967,core_967_984
Deepfakes/985_981.mp4,FAKE,343,640,480,core,985_981,core_981_985
Deepfakes/986_994.mp4,FAKE,828,1280,720,core,986_994,core_986_994
Deepfakes/990_008.mp4,FAKE,305,854,480,core,990_008,core_008_990
Deepfakes/991_064.mp4,FAKE,402,640,480,core,991_064,core_064_991
Deepfakes/994_986.mp4,FAKE,316,640,480,core,994_986,core_986_994
Deepfakes/995_233.mp4,FAKE,548,640,480,core,995_233,core_233_995
Deepfakes/996_056.mp4,FAKE,312,720,480,core,996_056,core_056_996
Deepfakes/999_960.mp4,FAKE,335,640,480,core,999_960,core_960_999
FaceSwap/000_003.mp4,FAKE,303,640,480,core,000_003,core_000_003
FaceSwap/001_870.mp4,FAKE,460,1280,720,core,001_870,core_001_870
FaceSwap/002_006.mp4,FAKE,310,1280,720,core,002_006,core_002_006
FaceSwap/003_000.mp4,FAKE,303,640,480,core,003_000,core_000_003
FaceSwap/005_010.mp4,FAKE,385,720,480,core,005_010,core_005_010
FaceSwap/006_002.mp4,FAKE,310,1280,720,core,006_002,core_002_006
FaceSwap/007_132.mp4,FAKE,413,600,480,core,007_132,core_007_132
FaceSwap/008_990.mp4,FAKE,305,640,480,core,008_990,core_008_990
FaceSwap/009_027.mp4,FAKE,315,640,480,core,009_027,core_009_027
FaceSwap/010_005.mp4,FAKE,385,640,480,core,010_005,core_005_010
FaceSwap/011_805.mp4,FAKE,411,1280,720,core,011_805,core_011_805
FaceSwap/012_026.mp4,FAKE,322,640,480,core,012_026,core_012_026
FaceSwap/013_883.mp4,FAKE,332,640,480,core,013_883,core_013_883
FaceSwap/014_790.mp4,FAKE,676,640,480,core,014_790,core_014_790
FaceSwap/017_803.mp4,FAKE,297,1280,720,core,017_803,core_017_803
FaceSwap/021_312.mp4,FAKE,428,654,480,core,021_312,core_021_312
FaceSwap/022_489.mp4,FAKE,325,1280,720,core,022_489,core_022_489
FaceSwap/023_923.mp4,FAKE,553,640,480,core,023_923,core_023_923
FaceSwap/024_073.mp4,FAKE,306,640,480,core,024_073,core_024_073
FaceSwap/025_067.mp4,FAKE,538,1440,1080,core,025_067,core_025_067
FaceSwap/026_012.mp4,FAKE,322,640,480,core,026_012,core_012_026
FaceSwap/027_009.mp4,FAKE,315,640,480,core,027_009,core_009_027
FaceSwap/030_193.mp4,FAKE,297,1920,1080,core,030_193,core_030_193
FaceSwap/031_163.mp4,FAKE,304,1280,720,core,031_163,core_031_163
FaceSwap/032_944.mp4,FAKE,310,1280,720,core,032_944,core_032_944
FaceSwap/033_097.mp4,FAKE,478,854,480,core,033_097,core_033_097
FaceSwap/035_036.mp4,FAKE,337,640,480,core,035_036,core_035_036
FaceSwap/036_035.mp4,FAKE,337,640,480,core,036_035,core_035_036
FaceSwap/037_072.mp4,FAKE,311,656,480,core,037_072,core_037_072
FaceSwap/038_125.mp4,FAKE,305,854,480,core,038_125,core_038_125
FaceSwap/039_058.mp4,FAKE,609,654,480,core,039_058,core_039_058
FaceSwap/041_063.mp4,FAKE,349,656,480,core,041_063,core_041_063
FaceSwap/044_945.mp4,FAKE,335,1280,720,core,044_945,core_044_945
FaceSwap/045_889.mp4,FAKE,329,1920,1080,core,045_889,core_045_889
FaceSwap/046_904.mp4,FAKE,359,1280,720,core,046_904,core_046_904
FaceSwap/049_946.mp4,FAKE,360,640,480,core,049_946,core_049_946
FaceSwap/050_059.mp4,FAKE,530,640,480,core,050_059,core_050_059
FaceSwap/051_332.mp4,FAKE,695,1280,720,core,051_332,core_051_332
FaceSwap/053_095.mp4,FAKE,417,656,480,core,053_095,core_053_095
FaceSwap/056_996.mp4,FAKE,312,1280,720,core,056_996,core_056_996
FaceSwap/058_039.mp4,FAKE,609,720,480,core,058_039,core_039_058
FaceSwap/059_050.mp4,FAKE,530,640,480,core,059_050,core_050_059
FaceSwap/060_088.mp4,FAKE,665,600,480,core,060_088,core_060_088
FaceSwap/063_041.mp4,FAKE,349,640,480,core,063_041,core_041_063
FaceSwap/064_991.mp4,FAKE,402,640,480,core,064_991,core_064_991
FaceSwap/065_089.mp4,FAKE,442,1280,720,core,065_089,core_065_089
FaceSwap/067_025.mp4,FAKE,538,1280,720,core,067_025,core_025_067
FaceSwap/069_961.mp4,FAKE,323,1280,720,core,069_961,core_069_961
FaceSwap/072_037.mp4,FAKE,311,656,480,core,072_037,core_037_072
FaceSwap/073_024.mp4,FAKE,306,1280,720,core,073_024,core_024_073
FaceSwap/074_825.mp4,FAKE,345,1920,1080,core,074_825,core_074_825
FaceSwap/076_079.mp4,FAKE,329,1280,720,core,076_079,core_076_079
FaceSwap/077_100.mp4,FAKE,423,640,480,core,077_100,core_077_100
FaceSwap/078_955.mp4,FAKE,523,1280,720,core,078_955,core_078_955
FaceSwap/079_076.mp4,FAKE,329,1280,720,core,079_076,core_076_079
FaceSwap/081_087.mp4,FAKE,309,600,480,core,081_087,core_081_087
FaceSwap/082_103.mp4,FAKE,316,640,480,core,082_103,core_082_103
FaceSwap/085_124.mp4,FAKE,318,640,480,core,085_124,core_085_124
FaceSwap/086_090.mp4,FAKE,687,1280,720,core,086_090,core_086_090
FaceSwap/087_081.mp4,FAKE,309,640,480,core,087_081,core_081_087
FaceSwap/088_060.mp4,FAKE,665,640,480,core,088_060,core_060_088
FaceSwap/089_065.mp4,FAKE,442,1280,720,core,089_065,core_065_089
FaceSwap/090_086.mp4,FAKE,687,1280,720,core,090_086,core_086_090
FaceSwap/091_116.mp4,FAKE,327,658,480,core,091_116,core_091_116
FaceSwap/092_098.mp4,FAKE,299,720,480,core,092_098,core_092_098
FaceSwap/093_121.mp4,FAKE,308,1280,720,core,093_121,core_093_121
FaceSwap/094_111.mp4,FAKE,433,1280,720,core,094_111,core_094_111
FaceSwap/095_053.mp4,FAKE,417,640,480,core,095_053,core_053_095
FaceSwap/097_033.mp4,FAKE,478,640,480,core,097_033,core_033_097
FaceSwap/098_092.mp4,FAKE,299,656,480,core,098_092,core_092_098
FaceSwap/100_077.mp4,FAKE,423,640,480,core,100_077,core_077_100
FaceSwap/102_114.mp4,FAKE,389,720,480,core,102_114,core_102_114
FaceSwap/103_082.mp4,FAKE,316,656,480,core,103_082,core_082_103
FaceSwap/105_180.mp4,FAKE,300,640,480,core,105_180,core_105_180
FaceSwap/106_198.mp4,FAKE,356,854,480,core,106_198,core_106_198
FaceSwap/107_109.mp4,FAKE,298,640,480,core,107_109,core_107_109
FaceSwap/109_107.mp4,FAKE,298,640,480,core,109_107,core_107_109
FaceSwap/111_094.mp4,FAKE,433,640,480,core,111_094,core_094_111
FaceSwap/112_892.mp4,FAKE,311,1920,1080,core,112_892,core_112_892
FaceSwap/113_983.mp4,FAKE,406,1280,720,core,113_983,core_113_983
FaceSwap/114_102.mp4,FAKE,389,640,480,core,114_102,core_102_114
FaceSwap/116_091.mp4,FAKE,327,640,480,core,116_091,core_091_116
FaceSwap/117_217.mp4,FAKE,548,1280,720,core,117_217,core_117_217
FaceSwap/119_123.mp4,FAKE,502,640,480,core,119_123,core_119_123
FaceSwap/121_093.mp4,FAKE,308,1920,1080,core,121_093,core_093_121
FaceSwap/123_119.mp4,FAKE,502,640,480,core,123_119,core_119_123
FaceSwap/124_085.mp4,FAKE,318,600,480,core,124_085,core_085_124
FaceSwap/125_038.mp4,FAKE,305,1280,720,core,125_038,core_038_125
FaceSwap/127_129.mp4,FAKE,330,1280,720,core,127_129,core_127_129
FaceSwap/128_896.mp4,FAKE,531,640,480,core,128_896,core_128_896
FaceSwap/129_127.mp4,FAKE,330,1280,720,core,129_127,core_127_129
FaceSwap/130_139.mp4,FAKE,378,656,480,core,130_139,core_130_139
FaceSwap/132_007.mp4,FAKE,413,640,480,core,132_007,core_007_132
FaceSwap/133_148.mp4,FAKE,475,720,480,core,133_148,core_133_148
FaceSwap/134_192.mp4,FAKE,287,1280,720,core,134_192,core_134_192
FaceSwap/135_880.mp4,FAKE,327,1280,720,core,135_880,core_135_880
FaceSwap/136_285.mp4,FAKE,383,1280,720,core,136_285,core_136_285
FaceSwap/137_165.mp4,FAKE,387,720,480,core,137_165,core_137_165
FaceSwap/138_142.mp4,FAKE,410,600,480,core,138_142,core_138_142
FaceSwap/139_130.mp4,FAKE,378,600,480,core,139_130,core_130_139
FaceSwap/140_143.mp4,FAKE,414,640,480,core,140_143,core_140_143
FaceSwap/141_161.mp4,FAKE,369,854,480,core,141_161,core_141_161
FaceSwap/142_138.mp4,FAKE,410,600,480,core,142_138,core_138_142
FaceSwap/143_140.mp4,FAKE,414,640,480,core,143_140,core_140_143
FaceSwap/145_299.mp4,FAKE,314,600,480,core,145_299,core_145_299
FaceSwap/146_256.mp4,FAKE,546,1280,720,core,146_256,core_146_256
FaceSwap/148_133.mp4,FAKE,475,640,480,core,148_133,core_133_148
FaceSwap/150_153.mp4,FAKE,456,854,480,core,150_153,core_150_153
FaceSwap/151_225.mp4,FAKE,304,1280,720,core,151_225,core_151_225
FaceSwap/153_150.mp4,FAKE,456,640,480,core,153_150,core_150_153
FaceSwap/155_576.mp4,FAKE,461,854,480,core,155_576,core_155_576
FaceSwap/156_243.mp4,FAKE,387,640,480,core,156_243,core_156_243
FaceSwap/157_245.mp4,FAKE,334,656,480,core,157_245,core_157_245
FaceSwap/158_379.mp4,FAKE,341,640,480,core,158_379,core_158_379
FaceSwap/159_175.mp4,FAKE,325,600,480,core,159_175,core_159_175
FaceSwap/161_141.mp4,FAKE,369,640,480,core,161_141,core_141_161
FaceSwap/163_031.mp4,FAKE,304,1280,720,core,163_031,core_031_163
FaceSwap/164_216.mp4,FAKE,476,854,480,core,164_216,core_164_216
FaceSwap/165_137.mp4,FAKE,387,656,480,core,165_137,core_137_165
